,food,Saturated Fats,Nutrition Density,Protein,Dietary Fiber,Caloric Value,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Rasio Lemak Jenuh ke Protein,Rasio Lemak Jenuh ke Serat,Fat Category
460,sablefish raw,12.4,251.3,51.8,0.0,753,31.1,7.9,0.0,0.2393822393822394,,High Fat
461,salmon nuggets,0.4,13.6,3.6,0.0,60,1.3,0.9,4.0,0.11111111111111112,,Normal Fat
462,yellowtail raw,4.8,204.5,86.5,0.0,546,7.4,5.3,0.0,0.055491329479768786,,Normal Fat
463,butterfish cooked,0.0,15.35,5.5,0.0,47,0.0,0.0,0.0,0.0,,Normal Fat
464,caviar,0.6,53.325,3.9,0.0,42,0.7,1.2,0.6,0.15384615384615385,,Normal Fat
465,pollock raw,0.5,312.275,75.0,0.0,355,0.4,1.9,0.0,0.006666666666666667,,Normal Fat
466,catfish cooked,2.3,37.141,26.4,0.0,206,4.5,1.9,0.0,0.08712121212121211,,Normal Fat
467,whiting raw,0.2,62.592,16.8,0.0,83,0.3,0.4,0.0,0.011904761904761904,,Normal Fat
468,pink salmon raw,2.6,102.8,65.2,0.0,404,4.3,2.6,0.0,0.03987730061349693,,Normal Fat
469,yellowfin tuna raw,0.073,8.322,6.9,0.0,31,0.008,0.026,0.0,0.010579710144927534,,Normal Fat
470,mackerel raw,3.6,52.063,20.8,0.0,230,6.1,3.8,0.0,0.17307692307692307,,Normal Fat
471,turbot raw,3.1,159.322,65.5,0.0,388,2.5,3.6,0.0,0.04732824427480916,,Normal Fat
472,cusk cooked,0.0,37.306,23.1,0.0,106,0.0,0.0,0.0,0.0,,Normal Fat
473,atlantic croaker raw,0.9,28.709,14.0,0.0,82,0.9,0.4,0.0,0.0642857142857143,,Normal Fat
474,sucker cooked,0.7,144.006,26.6,0.0,148,1.1,1.3,0.0,0.02631578947368421,,Normal Fat
475,spot raw,0.9,24.113,11.8,0.0,79,0.9,0.7,0.0,0.07627118644067796,,Normal Fat
476,drum cooked,2.2,166.292,34.6,0.0,236,4.3,2.3,0.0,0.06358381502890173,,Normal Fat
477,crayfish raw,0.01,1.788,0.6,0.0,3,0.043,0.01,0.0,0.016666666666666666,,Normal Fat
478,tilefish cooked,2.6,166.521,73.5,0.0,441,4.0,3.7,0.0,0.03537414965986395,,Normal Fat
479,bluefish cooked,1.4,47.9,30.1,0.0,186,2.7,1.6,0.0,0.04651162790697674,,Normal Fat
480,grouper cooked,0.6,97.6,50.2,0.0,238,0.5,0.8,0.0,0.011952191235059759,,Normal Fat
481,sheepshead raw,1.4,104.93,48.1,0.0,257,1.7,1.2,0.0,0.029106029106029104,,Normal Fat
482,herring kippered,1.1,49.314,9.8,0.0,87,2.0,1.2,0.0,0.11224489795918367,,Normal Fat
483,grouper raw,0.6,125.1,50.2,0.0,238,0.5,0.8,0.0,0.011952191235059759,,Normal Fat
484,ocean perch cooked,0.2,10.368,9.3,0.0,48,0.3,0.2,0.0,0.02150537634408602,,Normal Fat
485,ling raw,0.2,104.862,36.7,0.0,168,0.2,0.4,0.0,0.005449591280653951,,Normal Fat
486,lingcod cooked,0.8,128.139,68.4,0.0,329,1.3,1.2,0.0,0.011695906432748537,,Normal Fat
487,florida pompano raw,3.9,56.69,20.7,0.0,184,2.9,1.3,0.0,0.18840579710144928,,Normal Fat
488,rockfish cooked,0.6,35.955,33.1,0.0,162,0.7,0.7,0.0,0.018126888217522657,,Normal Fat
489,seatrout cooked,2.4,90.142,39.9,0.0,247,2.1,1.7,0.0,0.06015037593984962,,Normal Fat
490,sockeye salmon raw,4.7,148.1,84.4,0.0,562,7.4,7.7,0.0,0.05568720379146919,,Normal Fat
491,swordfish cooked,2.0,34.203,24.9,0.0,182,3.8,1.5,0.0,0.08032128514056225,,Normal Fat
492,american shad raw,5.8,144.868,31.2,0.0,362,10.5,6.0,0.0,0.1858974358974359,,Normal Fat
493,sardine canned in oil,2.3,627.452,36.7,0.0,310,5.8,7.7,0.0,0.06267029972752043,,Normal Fat
494,anchovy canned in oil,0.001,11.106,1.2,0.0,8,0.2,0.1,0.0,0.0008333333333333334,,Normal Fat
495,salmon canned,5.5,1020.882,79.1,0.0,520,7.1,5.6,0.0,0.0695322376738306,,Normal Fat
496,sardines in tomato sauce canned,2.4,244.978,18.6,0.009,165,4.3,1.9,0.5,0.12903225806451613,266.6666666666667,Normal Fat
497,sockeye salmon canned,4.9,888.6,79.5,0.0,563,8.4,6.0,0.0,0.06163522012578617,,Normal Fat
498,tuna canned,0.6,33.32,18.9,0.0,102,0.6,0.9,0.0,0.031746031746031744,,Normal Fat
499,pink salmon canned,3.5,987.651,80.9,0.0,530,5.0,5.8,0.0,0.043263288009888747,,Normal Fat
500,cod canned,0.5,143.814,71.0,0.0,328,0.4,0.9,0.0,0.007042253521126761,,Normal Fat
501,eastern oyster canned,1.0,113.7,11.4,0.0,110,0.4,1.2,6.3,0.08771929824561403,,Normal Fat
502,chum salmon canned,5.5,1020.805,79.1,0.0,520,7.1,5.6,0.0,0.0695322376738306,,Normal Fat
503,tuna canned in oil,2.3,69.953,47.2,0.0,331,5.8,5.3,0.0,0.04872881355932203,,Normal Fat
504,wild pink salmon oceans,0.0,16.0,0.0,0.0,320,48.0,0.0,0.0,,,Normal Fat
505,shrimp canned,0.2,221.3,26.1,0.0,128,0.1,0.9,0.0,0.007662835249042145,,Normal Fat
506,alaska king crab raw,0.2,124.608,31.5,0.0,144,0.1,0.2,0.0,0.006349206349206349,,Normal Fat
507,scallops fried,0.8,15.698,2.6,0.0,64,2.1,0.1,6.4,0.3076923076923077,,Normal Fat
508,shrimp cooked,0.023,6.398,1.3,0.0,7,0.003,0.0,0.013,0.01769230769230769,,Normal Fat
509,clams fried,0.3,11.464,1.3,0.0,19,0.4,0.3,1.0,0.23076923076923075,,Normal Fat
510,alaska king crab cooked,0.2,118.35,25.9,0.0,130,0.2,0.7,0.0,0.007722007722007723,,Normal Fat
511,scallops cooked,0.092,2.732,2.1,0.0,11,0.096,0.086,0.5,0.043809523809523805,,Normal Fat
512,squid fried,1.5,62.028,14.4,0.0,140,2.2,1.7,6.2,0.10416666666666666,,Normal Fat
513,oyster raw,0.3,19.054,4.7,0.0,41,0.2,0.4,2.5,0.06382978723404255,,Normal Fat
514,abalone,0.1,51.092,14.5,0.0,89,0.02,0.091,5.1,0.006896551724137932,,Normal Fat
515,queen crab raw,0.096,15.607,5.2,0.0,25,0.027,0.1,0.0,0.01846153846153846,,Normal Fat
516,whelk cooked,0.003,54.806,13.5,0.0,78,0.068,0.037,4.4,0.00022222222222222223,,Normal Fat
517,oyster cooked,0.3,17.971,4.7,0.0,41,0.2,0.4,2.5,0.06382978723404255,,Normal Fat
518,eastern oyster cooked,0.073,8.598,0.7,0.0,8,0.004,0.018,0.7,0.10428571428571429,,Normal Fat
519,blue mussels cooked,1.7,178.2,47.6,0.0,344,2.0,2.4,14.8,0.03571428571428571,,Normal Fat
520,octopus raw,0.002,23.044,4.2,0.0,23,0.042,0.038,0.6,0.0004761904761904762,,Normal Fat
521,spiny lobster cooked,0.5,159.731,43.0,0.0,233,0.6,1.2,5.1,0.011627906976744186,,Normal Fat
522,blue mussels raw,0.6,83.72,17.9,0.0,129,0.8,0.9,5.5,0.0335195530726257,,Normal Fat
523,queen crab cooked,0.2,58.197,20.2,0.0,98,0.3,0.5,0.0,0.009900990099009901,,Normal Fat
524,dungeness crab cooked,0.2,111.171,28.3,0.0,140,0.3,0.5,1.2,0.007067137809187279,,Normal Fat
525,dungeness crab raw,0.2,112.564,28.4,0.0,140,0.3,0.5,1.2,0.007042253521126762,,Normal Fat
526,shrimp fried,0.7,14.433,1.3,0.1,52,2.0,0.3,4.8,0.5384615384615384,6.999999999999999,Normal Fat
527,shrimp raw,0.061,3.712,0.7,0.0,4,0.075,0.009,0.041,0.08714285714285715,,Normal Fat
528,blue crab cooked,0.2,16.719,15.2,0.0,71,0.1,0.2,0.0,0.013157894736842106,,Normal Fat
529,shrimp imitation,0.019,12.119,3.5,0.0,29,0.014,0.2,2.6,0.0054285714285714284,,Normal Fat
530,conch baked,0.5,163.446,33.4,0.0,165,0.4,0.3,2.2,0.014970059880239521,,Normal Fat
531,squid raw,0.1,16.386,4.4,0.0,26,0.094,0.1,0.9,0.022727272727272728,,Normal Fat
532,scallop raw,0.089,3.417,1.8,0.0,10,0.026,0.005,0.5,0.049444444444444444,,Normal Fat
533,lobster raw,0.3,152.362,24.8,0.0,116,0.3,0.4,0.0,0.012096774193548387,,Normal Fat
534,scallop imitation,0.065,9.105,3.6,0.0,28,0.085,0.098,3.0,0.018055555555555557,,Normal Fat
535,blue crab raw,0.067,23.615,3.8,0.0,18,0.048,0.063,0.018,0.017631578947368422,,Normal Fat
536,whelk raw,0.096,27.678,6.7,0.0,39,0.067,0.005,2.2,0.014328358208955224,,Normal Fat
537,spiny lobster raw,0.5,160.501,43.1,0.0,234,0.6,1.2,5.1,0.01160092807424594,,Normal Fat
538,clams canned,0.5,159.2,38.8,0.0,227,0.3,0.5,9.4,0.012886597938144331,,Normal Fat
539,lobster cooked,0.3,32.314,28.5,0.0,134,0.4,0.5,0.0,0.010526315789473684,,Normal Fat
540,eastern oyster fried,0.5,15.5,1.3,0.0,29,0.7,0.5,1.7,0.3846153846153846,,Normal Fat
541,clams raw,0.4,136.0,33.3,0.0,195,0.3,0.4,8.1,0.012012012012012014,,Normal Fat
542,octopus cooked,0.4,135.853,25.3,0.0,139,0.3,0.4,3.7,0.015810276679841896,,Normal Fat
543,eastern oyster raw,0.0,9.448,0.7,0.0,8,0.087,0.091,0.8,0.0,,Normal Fat
544,oyster fried,0.8,17.861,2.1,0.0,61,1.2,0.8,6.7,0.38095238095238093,,Normal Fat
545,sturgeon smoked,0.3,15.175,8.8,0.0,49,0.7,0.1,0.0,0.03409090909090909,,Normal Fat
546,chinook salmon smoked,1.3,47.038,24.9,0.0,159,2.8,1.4,0.0,0.052208835341365466,,Normal Fat
547,cisco smoked,0.5,15.576,4.6,0.0,50,1.6,0.6,0.0,0.10869565217391305,,Normal Fat
548,haddock smoked,0.049,21.719,7.1,0.0,33,0.006,0.055,0.0,0.006901408450704226,,Normal Fat
549,whitefish smoked,0.3,58.398,31.8,0.0,147,0.4,0.4,0.0,0.009433962264150943,,Normal Fat
550,red salmon sockeye filets smoked,2.8,141.587,65.5,0.0,373,4.3,3.7,0.0,0.042748091603053436,,Normal Fat
551,eggnog,6.6,377.2,11.6,0.0,224,3.3,0.5,20.4,0.5689655172413793,,Normal Fat
552,beer light,0.0,19.456,0.8,0.0,96,0.0,0.0,5.4,0.0,,Normal Fat
553,beer budweiser,0.0,2.2,0.1,0.0,12,0.0,0.0,0.9,0.0,,Normal Fat
554,weizenbier erdinger,13.0,18.0,0.0,0.0,220,1.0,0.0,0.0,inf,,High Fat
555,beer light budweiser,0.0,1.32,0.066,0.0,9,0.0,0.0,0.4,0.0,,Normal Fat
556,beer,0.0,26.436,1.5,0.0,142,0.0,0.0,11.7,0.0,,Normal Fat
557,root beer,0.0,52.334,0.0,0.0,202,0.0,0.0,52.3,,,Normal Fat
558,whiskey sour mix,0.069,7.914,0.051,0.0,26,0.034,0.012,6.3,1.3529411764705885,,Normal Fat
559,whiskey sour,0.018,16.717,0.0,0.0,158,0.092,0.024,13.9,inf,,Normal Fat
560,tequila sunrise,0.0,65.357,0.6,0.0,232,0.0,0.0,23.8,0.0,,Normal Fat
561,daiquiri,0.063,7.243,0.035,0.001,112,0.038,0.012,4.2,1.7999999999999998,63.0,Normal Fat
562,pina colada,2.3,35.877,0.6,0.4,245,0.1,0.035,32.0,3.833333333333333,5.749999999999999,Normal Fat
563,whiskey,0.0,0.127,0.0,0.0,58,0.0,0.0,0.1,,,Normal Fat
564,rum,0.0,0.049,0.0,0.0,49,0.0,0.0,0.0,,,Normal Fat
565,vodka smirnoff,0.013,2.4,0.0,0.0,13,0.077,0.073,2.0,inf,,Normal Fat
566,coffee liqueur,0.096,14.241,0.041,0.0,96,0.03,0.042,13.8,2.341463414634146,,Normal Fat
567,gin,0.0,0.0,0.0,0.0,53,0.0,0.0,0.0,,,Normal Fat
568,dessert wine sweet,0.0,22.7,0.2,0.0,165,0.0,0.0,14.1,0.0,,Normal Fat
569,chenin blanc white wine,0.0,5.0,0.1,0.0,118,0.0,0.0,4.9,0.0,,Normal Fat
570,gamay red wine,0.0,146.6,0.1,14.4,115,0.0,0.0,3.5,0.0,0.0,Normal Fat
571,late harvest white wine,0.0,153.6,0.1,13.1,172,0.0,0.0,20.6,0.0,0.0,Normal Fat
572,gewurztraminer white wine,0.0,3.9,0.1,0.0,119,0.0,0.0,3.8,0.0,,Normal Fat
573,burgundy red wine,0.0,7.5,0.1,0.0,172,0.0,0.0,7.4,0.0,,Normal Fat
574,zinfandel red wine,0.0,4.3,0.1,0.0,129,0.0,0.0,4.2,0.0,,Normal Fat
575,muller thurgau white wine,0.0,147.8,0.1,13.3,112,0.0,0.0,5.2,0.0,0.0,Normal Fat
576,mouvedre red wine,0.0,146.6,0.1,16.5,129,0.0,0.0,3.9,0.0,0.0,Normal Fat
577,table wine,0.0,16.4,0.1,0.0,123,0.0,0.0,4.0,0.0,,Normal Fat
578,wine light,0.0,15.7,0.1,0.0,73,0.0,0.0,1.7,0.0,,Normal Fat
579,white wine,0.0,17.5,0.1,0.0,121,0.0,0.0,3.8,0.0,,Normal Fat
580,petite sirah red wine,0.0,146.4,0.1,15.7,125,0.0,0.0,3.9,0.0,0.0,Normal Fat
581,non alcoholic wine,0.0,3.2,0.1,0.0,2,0.0,0.0,0.3,0.0,,Normal Fat
582,pinot noir red wine,0.0,3.5,0.1,0.0,121,0.0,0.0,3.4,0.0,,Normal Fat
583,pinot gris grigio white wine,0.0,3.1,0.1,0.0,122,0.0,0.0,3.0,0.0,,Normal Fat
584,riesling white wine,0.0,5.6,0.1,0.0,118,0.0,0.0,5.5,0.0,,Normal Fat
585,barbera red wine,0.0,5.7,0.1,0.0,170,0.0,0.0,5.6,0.0,,Normal Fat
586,lemberger red wine,0.0,146.6,0.1,15.0,118,0.0,0.0,3.6,0.0,0.0,Normal Fat
587,merlot red wine,0.0,16.3,0.1,0.0,122,0.0,0.0,3.7,0.0,,Normal Fat
588,sangiovese red wine,0.0,4.0,0.1,0.0,126,0.0,0.0,3.9,0.0,,Normal Fat
589,sauvignon blanc white wine,0.0,3.1,0.1,0.0,119,0.0,0.0,3.0,0.0,,Normal Fat
590,syrah red wine,0.0,3.9,0.1,0.0,122,0.0,0.0,3.8,0.0,,Normal Fat
591,carignane red wine,0.0,12.4,0.4,0.0,370,0.0,0.0,12.0,0.0,,Normal Fat
592,pinot blanc white wine,0.0,3.0,0.1,0.0,119,0.0,0.0,2.9,0.0,,Normal Fat
593,semillon white wine,0.0,147.7,0.1,14.9,121,0.0,0.0,4.6,0.0,0.0,Normal Fat
594,dessert wine dry,0.0,498.8,1.0,76.5,760,0.0,0.0,58.4,0.0,0.0,Normal Fat
595,red wine,0.0,16.4,0.1,0.0,125,0.0,0.0,3.8,0.0,,Normal Fat
596,cabernet sauvignon red wine,0.0,5.3,0.1,0.0,166,0.0,0.0,5.2,0.0,,Normal Fat
597,muscat white wine,0.0,7.9,0.1,0.0,123,0.0,0.0,7.8,0.0,,Normal Fat
598,cooking wine,0.0,0.879,0.028,0.0,2,0.0,0.0,0.3,0.0,,Normal Fat
599,chardonnay white wine,0.0,22.9,0.1,0.0,168,0.0,0.0,4.3,0.0,,Normal Fat
600,claret red wine,0.0,146.5,0.1,15.0,122,0.0,0.0,4.4,0.0,0.0,Normal Fat
601,rice sake,0.0,15.6,0.7,0.0,197,0.0,0.0,7.4,0.0,,Normal Fat
602,fume blanc white wine,0.0,146.7,0.1,15.4,121,0.0,0.0,3.3,0.0,0.0,Normal Fat
603,cabarnet franc red wine,0.0,3.7,0.1,0.0,122,0.0,0.0,3.6,0.0,,Normal Fat
604,chocolate frosting,1.1,18.9,0.2,0.2,81,1.8,0.5,13.0,5.5,5.5,Normal Fat
605,white sugar,0.0,5.037,0.0,0.0,19,0.0,0.0,5.0,,,Normal Fat
606,egg substitute,0.0,210.0,24.0,0.0,115,0.0,0.0,4.8,0.0,,Normal Fat
607,agave syrup,0.0,5.456,0.025,0.01,21,0.0,0.0,5.3,0.0,0.0,Normal Fat
608,splenda sweetener,0.0,91.2,0.0,0.0,336,0.0,0.0,91.2,,,Normal Fat
609,vanilla extract,0.003,1.213,0.0,0.0,12,0.06,0.001,0.5,inf,,Normal Fat
610,egg yolk dried,0.7,16.368,1.3,0.0,27,0.9,0.4,0.054,0.5384615384615384,,Normal Fat
611,granulated sugar,0.0,4.253,0.0,0.0,16,0.0,0.0,4.2,,,Normal Fat
612,baking chocolate,9.4,66.7,3.7,4.8,145,4.7,0.5,8.7,2.5405405405405403,1.9583333333333335,Normal Fat
613,bakers yeast,0.089,10.078,1.4,1.4,18,0.2,0.079,3.1,0.06357142857142857,0.06357142857142857,Normal Fat
614,fondant,0.0,27.396,0.0,0.0,106,0.0,0.0,26.4,,,Normal Fat
615,brown sugar,0.0,7.622,0.024,0.0,16,0.0,0.0,4.1,0.0,,Normal Fat
616,white frosting dry,0.0,209.7,4.8,0.0,768,0.0,0.0,196.4,0.0,,Normal Fat
617,maple sugar,0.076,21.961,0.036,0.0,42,0.037,0.09,10.9,2.111111111111111,,Normal Fat
618,fructose sweetener,0.0,4.274,0.0,0.0,15,0.0,0.0,4.2,,,Normal Fat
619,saccharin sweetener,0.0,90.082,0.9,0.0,360,0.0,0.0,89.1,0.0,,Normal Fat
620,egg white raw,0.0,6.196,3.6,0.0,17,0.0,0.0,0.2,0.0,,Normal Fat
621,turbinado sugar,0.0,5.24,0.0,0.0,18,0.0,0.0,4.6,,,Normal Fat
622,vanilla frosting,13.7,403.3,0.0,0.0,1931,22.5,36.7,313.7,inf,,High Fat
623,aspartame sweetener,0.0,91.381,2.2,0.0,365,0.0,0.0,89.1,0.0,,Normal Fat
624,egg raw,1.8,45.156,7.0,0.0,80,2.0,1.1,0.4,0.2571428571428572,,Normal Fat
625,pineapple topping,0.066,259.1,0.3,1.4,860,0.1,0.2,225.8,0.22000000000000003,0.047142857142857146,Normal Fat
626,egg white dried,0.0,12.343,5.8,0.0,26,0.0,0.0,0.3,0.0,,Normal Fat
627,egg yolk raw,1.6,30.27,2.7,0.0,55,2.0,0.7,0.6,0.5925925925925926,,Normal Fat
628,baking soda,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,Normal Fat
629,egg dried,0.7,16.62,2.4,0.0,30,0.9,0.3,0.047,0.2916666666666667,,Normal Fat
630,strawberry topping,0.071,18.34,0.014,0.1,53,0.083,0.063,13.9,5.071428571428571,0.7099999999999999,Normal Fat
631,bakers yeast dry,0.078,5.927,1.6,1.1,13,0.2,0.069,1.6,0.048749999999999995,0.07090909090909091,Normal Fat
632,almond paste,6.0,597.0,20.4,10.9,1040,40.9,13.2,108.5,0.29411764705882354,0.5504587155963303,Normal Fat
633,cream of tartar,0.0,2.138,0.0,0.01,8,0.0,0.0,1.8,,0.0,Normal Fat
634,popover dry mix,1.7,205.3,17.7,0.0,631,3.4,1.4,120.7,0.096045197740113,,Normal Fat
635,egg substitute powder,1.1,119.1,15.7,0.0,126,1.5,0.5,6.2,0.07006369426751594,,Normal Fat
636,gelatin powder,0.09,7.255,4.3,0.0,17,0.054,0.063,0.0,0.020930232558139535,,Normal Fat
637,tapioca pearls,0.075,169.318,0.3,1.4,544,0.088,0.057,134.8,0.25,0.053571428571428575,Normal Fat
638,baking powder,0.0,272.196,0.0,0.03,2,0.0,0.0,1.3,,0.0,Normal Fat
639,egg boiled,2.0,45.338,7.5,0.0,93,2.4,0.8,0.7,0.26666666666666666,,Normal Fat
640,millet flour,0.6,130.4,12.8,4.2,444,1.1,3.1,86.9,0.04687499999999999,0.14285714285714285,Normal Fat
641,triticale flour,0.4,182.5,17.1,19.0,439,0.2,1.0,95.1,0.023391812865497075,0.021052631578947368,Normal Fat
642,corn flour white,0.6,267.4,9.6,7.3,414,1.1,2.0,87.3,0.0625,0.0821917808219178,Normal Fat
643,rice flour brown,0.9,164.4,11.4,7.3,574,1.6,1.6,120.8,0.07894736842105263,0.12328767123287672,Normal Fat
644,sorghum flour,0.6,133.3,9.5,8.0,437,1.1,1.7,93.7,0.06315789473684211,0.075,Normal Fat
645,cornmeal whole grain,0.6,128.5,9.9,8.9,442,1.2,2.0,93.8,0.0606060606060606,0.06741573033707865,Normal Fat
646,cornmeal white,0.3,151.1,11.2,6.1,581,0.5,1.0,124.7,0.026785714285714288,0.04918032786885246,Normal Fat
647,barley flour,0.5,194.5,15.5,14.9,511,0.3,1.1,110.3,0.03225806451612903,0.03355704697986577,Normal Fat
648,safflower seed meal,0.029,47.8,10.1,0.0,97,0.099,0.4,13.8,0.0028712871287128717,,Normal Fat
649,sesame flour,6.5,336.0,38.5,0.0,658,17.5,20.3,33.3,0.16883116883116883,,Normal Fat
650,whole grain wheat flour,0.5,163.2,15.9,12.8,408,0.3,1.4,86.4,0.031446540880503145,0.0390625,Normal Fat
651,corn flour yellow,0.6,122.0,8.1,8.5,422,1.2,2.1,89.9,0.07407407407407407,0.07058823529411765,Normal Fat
652,corn flour whole grain,0.6,122.0,8.1,8.5,422,1.2,2.1,89.9,0.07407407407407407,0.07058823529411765,Normal Fat
653,cottonseed flour low fat,0.082,163.1,14.1,0.0,94,0.046,0.2,10.2,0.005815602836879433,,Normal Fat
654,sunflower seed flour,0.036,8.557,1.9,0.2,13,0.059,0.077,1.4,0.01894736842105263,0.17999999999999997,Normal Fat
655,sesame meal,1.9,73.2,4.8,0.0,160,5.1,6.0,7.4,0.3958333333333333,,Normal Fat
656,acorn flour,4.9,170.7,9.4,0.0,626,23.9,7.3,68.3,0.5212765957446809,,Normal Fat
657,rice flour white,0.6,158.4,9.4,3.8,578,0.7,0.6,126.6,0.06382978723404255,0.15789473684210525,Normal Fat
658,sesame flour low fat,0.011,70.9,14.2,0.0,94,0.2,0.2,10.0,0.0007746478873239436,,Normal Fat
659,potato flour,0.1,155.4,11.0,9.4,571,0.063,0.2,133.0,0.009090909090909092,0.010638297872340425,Normal Fat
660,cornmeal yellow,0.3,151.1,11.2,6.1,581,0.5,1.0,124.7,0.026785714285714288,0.04918032786885246,Normal Fat
661,rye flour,0.2,112.0,10.0,8.2,364,0.2,0.6,78.2,0.02,0.02439024390243903,Normal Fat
662,arrowroot flour,0.019,169.3,0.4,4.4,457,0.088,0.036,112.8,0.047499999999999994,0.004318181818181817,Normal Fat
663,chickpea flour,0.6,135.8,20.6,9.9,356,1.4,2.7,53.2,0.029126213592233007,0.0606060606060606,Normal Fat
664,wheat flour,0.2,137.5,12.9,3.4,455,0.1,0.5,95.4,0.015503875968992248,0.05882352941176471,Normal Fat
665,cornstarch,0.077,121.535,0.3,1.2,488,0.046,0.012,116.8,0.25666666666666665,0.06416666666666666,Normal Fat
666,carob flour,0.041,29.18,0.3,2.4,13,0.088,0.052,5.3,0.1366666666666667,0.017083333333333336,Normal Fat
667,buckwheat flour,0.8,169.6,15.1,12.0,402,1.1,1.1,84.7,0.05298013245033113,0.06666666666666667,Normal Fat
668,pecan pie,4.9,137.891,6.0,0.0,503,13.6,7.0,63.7,0.8166666666666668,,Normal Fat
669,apple pie,3.8,77.358,3.0,0.0,331,6.7,4.2,46.4,1.2666666666666666,,Normal Fat
670,vanilla wafer pie crust,13.1,236.2,6.5,0.2,935,27.5,18.8,88.4,2.0153846153846153,65.5,High Fat
671,chocolate pie crust,8.6,240.2,11.1,4.9,881,26.4,3.7,117.4,0.7747747747747747,1.7551020408163263,Normal Fat
672,apple strudel,1.5,53.359,2.3,1.6,195,2.3,3.8,29.2,0.6521739130434783,0.9375,Normal Fat
673,chocolate snack cake,2.4,102.459,1.8,1.6,200,4.3,0.9,30.2,1.3333333333333333,1.4999999999999998,Normal Fat
674,fruit fried pie,3.1,113.776,3.8,3.3,404,9.5,6.9,54.5,0.8157894736842106,0.9393939393939394,Normal Fat
675,pumpkin pie,4.9,212.686,7.0,0.0,316,5.7,2.8,40.9,0.7000000000000001,,Normal Fat
676,corn cake,0.019,10.437,0.7,0.2,35,0.032,0.098,7.5,0.027142857142857142,0.09499999999999999,Normal Fat
677,sponge snack cake,1.7,44.404,1.5,0.4,157,2.1,0.8,26.9,1.1333333333333333,4.25,Normal Fat
678,danish pastry with nuts,3.8,115.451,4.6,1.3,280,8.9,2.8,29.7,0.8260869565217391,2.923076923076923,Normal Fat
679,chocolate cream pie,4.9,93.8,2.6,2.0,301,11.0,2.4,33.3,1.8846153846153846,2.45,Normal Fat
680,angel food cake,0.071,57.8,1.7,0.4,72,0.095,0.1,16.2,0.04176470588235294,0.17749999999999996,Normal Fat
681,lemon meringue pie,4.0,91.632,4.8,0.0,362,7.1,4.2,49.7,0.8333333333333334,,Normal Fat
682,danish pastry with cinnamon,3.5,109.897,4.8,0.0,349,10.6,1.6,46.9,0.7291666666666667,,Normal Fat
683,cinnamon coffeecake,3.3,77.089,3.9,1.1,238,7.4,1.8,26.6,0.8461538461538461,2.9999999999999996,Normal Fat
684,cheesecake,7.9,84.8,4.4,0.3,257,6.9,1.3,20.4,1.7954545454545454,26.333333333333336,Normal Fat
685,fruitcake,0.5,48.507,1.2,1.6,139,1.8,1.4,26.5,0.4166666666666667,0.3125,Normal Fat
686,egg custard,6.1,360.9,14.2,0.0,293,3.9,1.2,31.0,0.4295774647887324,,Normal Fat
687,mince pie,4.4,154.1,4.3,4.3,477,7.7,4.7,79.2,1.0232558139534884,1.0232558139534884,Normal Fat
688,yellow cake with chocolate frosting,8.3,161.1,4.6,2.2,546,10.4,6.8,79.7,1.8043478260869568,3.772727272727273,Normal Fat
689,danish pastry with fruit,3.3,90.454,4.8,0.0,335,10.1,1.6,45.1,0.6875,,Normal Fat
690,white cake with coconut frosting,4.4,190.574,4.9,1.1,399,4.1,2.4,70.8,0.8979591836734694,4.0,Normal Fat
691,danish pastry with cheese,5.1,133.666,5.8,0.0,353,15.6,2.4,28.7,0.8793103448275862,,Normal Fat
692,graham cracker pie crust,9.1,233.8,9.3,3.5,917,31.0,3.1,117.7,0.9784946236559139,2.6,Normal Fat
693,blueberry pie,4.3,83.8,4.0,0.0,360,7.5,4.5,49.2,1.075,,Normal Fat
694,yellow cake with vanilla frosting,1.5,89.788,2.2,0.2,239,3.9,3.3,37.6,0.6818181818181818,7.5,Normal Fat
695,pie crust,2.0,23.8,1.5,0.4,121,3.5,2.1,10.9,1.3333333333333333,5.0,Normal Fat
696,chocolate cake with chocolate frosting,8.2,154.164,4.8,3.0,537,10.1,6.4,72.9,1.7083333333333333,2.733333333333333,Normal Fat
697,cheese coffeecake,4.1,96.831,5.3,0.8,258,5.4,1.3,33.7,0.7735849056603773,5.124999999999999,Normal Fat
698,vanilla cream pie,5.1,181.4,6.0,0.8,350,7.6,4.3,41.1,0.85,6.374999999999999,Normal Fat
699,pineapple cake,3.4,218.024,4.0,0.9,367,6.0,3.8,58.1,0.85,3.7777777777777777,Normal Fat
700,peach pie,1.8,64.447,2.2,0.9,262,5.0,4.4,38.5,0.8181818181818181,2.0,Normal Fat
701,fruit coffeecake,1.2,58.9,2.6,1.3,156,2.8,0.7,25.8,0.4615384615384615,0.923076923076923,Normal Fat
702,pound cake,3.5,33.47,1.7,0.2,116,1.8,0.3,14.6,2.058823529411765,17.5,Normal Fat
703,pound cake bread,1.7,69.1,3.9,0.9,215,2.4,5.2,28.2,0.4358974358974359,1.8888888888888888,Normal Fat
704,white cake,2.4,153.59,4.0,0.6,264,3.9,2.3,42.3,0.6,4.0,Normal Fat
